learning_rate,subsample,colsample_bytree,max_depth,min_child_weight,gamma,reg_lambda,fitness
0.03,0.7,1.0,9,1.0344827586206897,4.655172413793104,2.896551724137931,0.5340934389827534
0.046206896551724136,0.9,1.0,9,2.1724137931034484,4.137931034482759,2.689655172413793,0.5320123829478831
0.06241379310344827,1.0,1.0,9,0.10344827586206896,3.620689655172414,2.4827586206896552,0.5302773313693081
0.07862068965517241,0.7,1.0,6,1.2413793103448276,3.1034482758620694,2.2758620689655173,0.5359948888770842
0.09482758620689655,0.9,1.0,6,2.3793103448275863,2.586206896551724,2.0689655172413794,0.5319772257270937
0.11103448275862068,1.0,0.9,6,0.3103448275862069,2.0689655172413794,1.8620689655172413,0.5321448083553038
0.12724137931034482,0.7,0.9,3,1.4482758620689655,1.5517241379310347,1.6551724137931034,0.5287216505323097
0.14344827586206896,0.7,0.9,3,2.586206896551724,1.0344827586206897,1.4482758620689655,0.5267401741028171
0.1596551724137931,0.9,0.9,3,0.5172413793103449,0.5172413793103449,1.2413793103448276,0.535046857218095
0.17586206896551723,1.0,0.9,3,1.6551724137931034,0.0,1.0344827586206897,0.5296956142877866
0.19206896551724137,0.7,0.7,9,2.793103448275862,4.827586206896552,0.8275862068965517,0.5341598380017173
0.2082758620689655,0.9,0.7,9,0.7241379310344828,4.310344827586207,0.6206896551724138,0.5295627402424521
0.22448275862068964,1.0,0.7,9,1.8620689655172413,3.793103448275862,0.41379310344827586,0.5300082918272333
0.24068965517241378,0.7,0.7,6,3.0,3.2758620689655173,0.20689655172413793,0.5287304403186752
0.25689655172413794,0.9,0.7,6,0.9310344827586207,2.7586206896551726,0.0,0.5282241706232093
0.2731034482758621,0.9,1.0,6,2.0689655172413794,2.241379310344828,3.0,0.529490938136003
0.2893103448275862,1.0,1.0,6,0.0,1.7241379310344829,2.793103448275862,0.5288488865410947
0.30551724137931036,0.7,1.0,3,1.1379310344827587,1.206896551724138,2.586206896551724,0.5286195614917837
0.3217241379310345,0.9,1.0,3,2.2758620689655173,0.6896551724137931,2.3793103448275863,0.5315822845674195
0.33793103448275863,1.0,1.0,3,0.20689655172413793,0.1724137931034483,2.1724137931034484,0.5279625591850204
0.35413793103448277,0.7,0.9,9,1.3448275862068966,5.0,1.9655172413793103,0.5280109069694998
0.3703448275862069,0.9,0.9,9,2.4827586206896552,4.482758620689656,1.7586206896551724,0.5322956301872004
0.38655172413793104,1.0,0.9,9,0.41379310344827586,3.9655172413793105,1.5517241379310345,0.5310539323815724
0.4027586206896552,1.0,0.9,9,1.5517241379310345,3.4482758620689657,1.3448275862068966,0.5314380099542835
0.4189655172413793,0.7,0.9,6,2.689655172413793,2.931034482758621,1.1379310344827587,0.5254887663216841
0.43517241379310345,0.9,0.7,6,0.6206896551724138,2.413793103448276,0.9310344827586207,0.5281011576616648
0.4513793103448276,1.0,0.7,6,1.7586206896551724,1.896551724137931,0.7241379310344828,0.5303205980783559
0.4675862068965517,0.7,0.7,3,2.896551724137931,1.3793103448275863,0.5172413793103449,0.5220463529661693
0.48379310344827586,0.9,0.7,3,0.8275862068965517,0.8620689655172414,0.3103448275862069,0.5279072679871136
0.5,1.0,0.7,3,1.9655172413793103,0.3448275862068966,0.10344827586206896,0.5334631052822326
